ID,Modulo,"Requerimiento funcional","Escenario de prueba",Precondiciones,"Pasos ejecutados","Resultado esperado","Resultado obtenido",Estatus
F-091,Requisiciones,"Requisition Livewire","Manejo de errores en tiempo real","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Requisition Livewire habilitado; nivel de prueba UI + Livewire disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Requisition Livewire -> Ejecutar el escenario manejo de errores en tiempo real -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: manejo de errores en tiempo real.","Pendiente de ejecucion.",
F-092,Requisiciones,"DataTables e inbox de aprobacion","Listado del solicitante","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo DataTables e inbox de aprobacion habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Requisiciones -> Abrir el flujo DataTables e inbox de aprobacion -> Ejecutar el escenario listado del solicitante -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-092,Requisiciones,"DataTables e inbox de aprobacion",Approval_datatable,"Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo DataTables e inbox de aprobacion habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Requisiciones -> Abrir el flujo DataTables e inbox de aprobacion -> Ejecutar el escenario approval_datatable -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-092,Requisiciones,"DataTables e inbox de aprobacion",Filtros,"Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo DataTables e inbox de aprobacion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo DataTables e inbox de aprobacion -> Ejecutar el escenario filtros -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: filtros.","Pendiente de ejecucion.",
F-092,Requisiciones,"DataTables e inbox de aprobacion",Ordenamientos,"Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo DataTables e inbox de aprobacion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo DataTables e inbox de aprobacion -> Ejecutar el escenario ordenamientos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: ordenamientos.","Pendiente de ejecucion.",
F-092,Requisiciones,"DataTables e inbox de aprobacion",Permisos,"Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo DataTables e inbox de aprobacion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo DataTables e inbox de aprobacion -> Ejecutar el escenario permisos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: permisos.","Pendiente de ejecucion.",
F-093,Requisiciones,"Review data y validacion tecnica","Payload de review-data","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Review data y validacion tecnica habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Review data y validacion tecnica -> Ejecutar el escenario payload de review-data -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: payload de review-data.","Pendiente de ejecucion.",
F-093,Requisiciones,"Review data y validacion tecnica","Validate-technical con datos validos e invalidos","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Review data y validacion tecnica habilitado; nivel de prueba Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Requisiciones -> Abrir el flujo Review data y validacion tecnica -> Ejecutar el escenario validate-technical con datos validos e invalidos -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-093,Requisiciones,"Review data y validacion tecnica","Persistencia de observaciones","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Review data y validacion tecnica habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Review data y validacion tecnica -> Ejecutar el escenario persistencia de observaciones -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: persistencia de observaciones.","Pendiente de ejecucion.",
F-094,Requisiciones,"Submit a compras","Solo desde DRAFT","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Submit a compras habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Submit a compras -> Ejecutar el escenario solo desde DRAFT -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: solo desde DRAFT.","Pendiente de ejecucion.",
F-094,Requisiciones,"Submit a compras","Con al menos una partida","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Submit a compras habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Submit a compras -> Ejecutar el escenario con al menos una partida -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: con al menos una partida.","Pendiente de ejecucion.",
F-094,Requisiciones,"Submit a compras","Cambio a PENDING","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Submit a compras habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Submit a compras -> Ejecutar el escenario cambio a PENDING -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cambio a PENDING.","Pendiente de ejecucion.",
F-094,Requisiciones,"Submit a compras","Notificacion a compras y solicitante","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Submit a compras habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Submit a compras -> Ejecutar el escenario notificacion a compras y solicitante -> Validar respuesta del sistema y evidencia generada","El sistema genera y entrega la notificacion esperada sin errores.","Pendiente de ejecucion.",
F-095,Requisiciones,"Hold / pause","Pausa desde estado permitido","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Hold / pause habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Hold / pause -> Ejecutar el escenario pausa desde estado permitido -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: pausa desde estado permitido.","Pendiente de ejecucion.",
F-095,Requisiciones,"Hold / pause","Motivo visible","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Hold / pause habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Hold / pause -> Ejecutar el escenario motivo visible -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: motivo visible.","Pendiente de ejecucion.",
F-095,Requisiciones,"Hold / pause","Bloqueo de edicion no permitida","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Hold / pause habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Hold / pause -> Ejecutar el escenario bloqueo de edicion no permitida -> Validar respuesta del sistema y evidencia generada","El sistema impide el acceso o la accion no autorizada y mantiene protegido el recurso.","Pendiente de ejecucion.",
F-095,Requisiciones,"Hold / pause","Reactivacion posterior por listener o flujo","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Hold / pause habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Hold / pause -> Ejecutar el escenario reactivacion posterior por listener o flujo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: reactivacion posterior por listener o flujo.","Pendiente de ejecucion.",
F-096,Requisiciones,"Rechazo y cancelacion","Rechazo con motivo","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Rechazo y cancelacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Rechazo y cancelacion -> Ejecutar el escenario rechazo con motivo -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-096,Requisiciones,"Rechazo y cancelacion","Cancelacion por flujo CRUD y workflow","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Rechazo y cancelacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Rechazo y cancelacion -> Ejecutar el escenario cancelacion por flujo CRUD y workflow -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cancelacion por flujo CRUD y workflow.","Pendiente de ejecucion.",
F-096,Requisiciones,"Rechazo y cancelacion","Actor autorizado","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Rechazo y cancelacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Rechazo y cancelacion -> Ejecutar el escenario actor autorizado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: actor autorizado.","Pendiente de ejecucion.",
F-096,Requisiciones,"Rechazo y cancelacion","Mensajes correctos","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Rechazo y cancelacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Rechazo y cancelacion -> Ejecutar el escenario mensajes correctos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: mensajes correctos.","Pendiente de ejecucion.",
F-097,Requisiciones,"Validacion para cotizacion","Aprobar para quotation","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Validacion para cotizacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Validacion para cotizacion -> Ejecutar el escenario aprobar para quotation -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: aprobar para quotation.","Pendiente de ejecucion.",
F-097,Requisiciones,"Validacion para cotizacion","Cambio a IN_QUOTATION","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Validacion para cotizacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Validacion para cotizacion -> Ejecutar el escenario cambio a IN_QUOTATION -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cambio a IN_QUOTATION.","Pendiente de ejecucion.",
F-097,Requisiciones,"Validacion para cotizacion",Notificaciones,"Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Validacion para cotizacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Validacion para cotizacion -> Ejecutar el escenario notificaciones -> Validar respuesta del sistema y evidencia generada","El sistema genera y entrega la notificacion esperada sin errores.","Pendiente de ejecucion.",
F-097,Requisiciones,"Validacion para cotizacion","No duplicidad","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Validacion para cotizacion habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Validacion para cotizacion -> Ejecutar el escenario no duplicidad -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no duplicidad.","Pendiente de ejecucion.",
F-098,Requisiciones,"Consumo manual de requisicion","Consume desde estado valido","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Consumo manual de requisicion habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Consumo manual de requisicion -> Ejecutar el escenario consume desde estado valido -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: consume desde estado valido.","Pendiente de ejecucion.",
F-098,Requisiciones,"Consumo manual de requisicion","Impacto en saldos/estado","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Consumo manual de requisicion habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Consumo manual de requisicion -> Ejecutar el escenario impacto en saldos/estado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: impacto en saldos/estado.","Pendiente de ejecucion.",
F-098,Requisiciones,"Consumo manual de requisicion","Bloqueo en estados invalidos","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Consumo manual de requisicion habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Consumo manual de requisicion -> Ejecutar el escenario bloqueo en estados invalidos -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-099,Requisiciones,"Reactivacion por listener","Cuando se aprueba producto asociado, la requisicion pausada se reactiva si corresponde","Ambiente de QA disponible; usuario con acceso al modulo Requisiciones; flujo Reactivacion por listener habilitado; nivel de prueba Event/Listener disponible.","Ingresar al modulo Requisiciones -> Abrir el flujo Reactivacion por listener -> Ejecutar el escenario cuando se aprueba producto asociado, la requisicion pausada se reactiva si corresponde -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cuando se aprueba producto asociado, la requisicion pausada se reactiva si corresponde.","Pendiente de ejecucion.",
F-100,Cotizaciones,"Quotation planner - estrategia","Abrir planner","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - estrategia habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - estrategia -> Ejecutar el escenario abrir planner -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: abrir planner.","Pendiente de ejecucion.",
F-100,Cotizaciones,"Quotation planner - estrategia","Guardar estrategia","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - estrategia habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - estrategia -> Ejecutar el escenario guardar estrategia -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: guardar estrategia.","Pendiente de ejecucion.",
F-100,Cotizaciones,"Quotation planner - estrategia","Persistencia por requisicion","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - estrategia habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - estrategia -> Ejecutar el escenario persistencia por requisicion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: persistencia por requisicion.","Pendiente de ejecucion.",
F-100,Cotizaciones,"Quotation planner - estrategia","Reabrir y ver datos previos","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - estrategia habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - estrategia -> Ejecutar el escenario reabrir y ver datos previos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: reabrir y ver datos previos.","Pendiente de ejecucion.",
F-101,Cotizaciones,"Quotation planner - grupos","Crear grupo","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - grupos habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - grupos -> Ejecutar el escenario crear grupo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: crear grupo.","Pendiente de ejecucion.",
F-101,Cotizaciones,"Quotation planner - grupos","Eliminar grupo","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - grupos habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - grupos -> Ejecutar el escenario eliminar grupo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: eliminar grupo.","Pendiente de ejecucion.",
F-101,Cotizaciones,"Quotation planner - grupos","No duplicar estructura invalida","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - grupos habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - grupos -> Ejecutar el escenario no duplicar estructura invalida -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no duplicar estructura invalida.","Pendiente de ejecucion.",
F-101,Cotizaciones,"Quotation planner - grupos","Borrar grupo con items","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - grupos habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - grupos -> Ejecutar el escenario borrar grupo con items -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: borrar grupo con items.","Pendiente de ejecucion.",
F-102,Cotizaciones,"Quotation planner - items","Agregar items a grupo","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - items habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - items -> Ejecutar el escenario agregar items a grupo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: agregar items a grupo.","Pendiente de ejecucion.",
F-102,Cotizaciones,"Quotation planner - items","Remover items","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - items habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - items -> Ejecutar el escenario remover items -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: remover items.","Pendiente de ejecucion.",
F-102,Cotizaciones,"Quotation planner - items","Evitar items duplicados","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - items habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - items -> Ejecutar el escenario evitar items duplicados -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: evitar items duplicados.","Pendiente de ejecucion.",
F-102,Cotizaciones,"Quotation planner - items","Mantener trazabilidad","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Quotation planner - items habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Quotation planner - items -> Ejecutar el escenario mantener trazabilidad -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: mantener trazabilidad.","Pendiente de ejecucion.",
F-103,Cotizaciones,"Sugerencias de proveedor","Sugerencias por grupo","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Sugerencias de proveedor habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Sugerencias de proveedor -> Ejecutar el escenario sugerencias por grupo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: sugerencias por grupo.","Pendiente de ejecucion.",
F-103,Cotizaciones,"Sugerencias de proveedor","Sin sugerencias","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Sugerencias de proveedor habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Sugerencias de proveedor -> Ejecutar el escenario sin sugerencias -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: sin sugerencias.","Pendiente de ejecucion.",
F-103,Cotizaciones,"Sugerencias de proveedor","Proveedores no aprobados excluidos si aplica","Ambiente de QA disponible; usuario con acceso al modulo Cotizaciones; flujo Sugerencias de proveedor habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Cotizaciones -> Abrir el flujo Sugerencias de proveedor -> Ejecutar el escenario proveedores no aprobados excluidos si aplica -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: proveedores no aprobados excluidos si aplica.","Pendiente de ejecucion.",
F-104,RFQ,"Creacion de RFQ desde requisicion","Seleccionar suppliers","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Creacion de RFQ desde requisicion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Creacion de RFQ desde requisicion -> Ejecutar el escenario seleccionar suppliers -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: seleccionar suppliers.","Pendiente de ejecucion.",
F-104,RFQ,"Creacion de RFQ desde requisicion","Generar RFQs","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Creacion de RFQ desde requisicion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Creacion de RFQ desde requisicion -> Ejecutar el escenario generar RFQs -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: generar RFQs.","Pendiente de ejecucion.",
F-104,RFQ,"Creacion de RFQ desde requisicion","Crear multiples por grupo","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Creacion de RFQ desde requisicion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Creacion de RFQ desde requisicion -> Ejecutar el escenario crear multiples por grupo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: crear multiples por grupo.","Pendiente de ejecucion.",
F-104,RFQ,"Creacion de RFQ desde requisicion","Validacion de fecha limite","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Creacion de RFQ desde requisicion habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Creacion de RFQ desde requisicion -> Ejecutar el escenario validacion de fecha limite -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: validacion de fecha limite.","Pendiente de ejecucion.",
F-105,RFQ,"Wizard summary y datatable","Resumen del wizard","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Wizard summary y datatable habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Wizard summary y datatable -> Ejecutar el escenario resumen del wizard -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: resumen del wizard.","Pendiente de ejecucion.",
F-105,RFQ,"Wizard summary y datatable",Datatable,"Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Wizard summary y datatable habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo RFQ -> Abrir el flujo Wizard summary y datatable -> Ejecutar el escenario datatable -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-105,RFQ,"Wizard summary y datatable","Analisis de datos","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Wizard summary y datatable habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo RFQ -> Abrir el flujo Wizard summary y datatable -> Ejecutar el escenario analisis de datos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: analisis de datos.","Pendiente de ejecucion.",
F-105,RFQ,"Wizard summary y datatable","Consistencia con grupos/items","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Wizard summary y datatable habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Wizard summary y datatable -> Ejecutar el escenario consistencia con grupos/items -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: consistencia con grupos/items.","Pendiente de ejecucion.",
F-106,RFQ,"Bandejas received/pending","Inbox pending y received","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Bandejas received/pending habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Bandejas received/pending -> Ejecutar el escenario inbox pending y received -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: inbox pending y received.","Pendiente de ejecucion.",
F-106,RFQ,"Bandejas received/pending","Data endpoints","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Bandejas received/pending habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Bandejas received/pending -> Ejecutar el escenario data endpoints -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: data endpoints.","Pendiente de ejecucion.",
F-106,RFQ,"Bandejas received/pending","Modales RFQ y requisicion","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Bandejas received/pending habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Bandejas received/pending -> Ejecutar el escenario modales RFQ y requisicion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: modales RFQ y requisicion.","Pendiente de ejecucion.",
F-106,RFQ,"Bandejas received/pending",Filtros,"Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Bandejas received/pending habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo RFQ -> Abrir el flujo Bandejas received/pending -> Ejecutar el escenario filtros -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: filtros.","Pendiente de ejecucion.",
F-107,RFQ,"Envio single y envio bulk",Send-single,"Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Envio single y envio bulk habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Envio single y envio bulk -> Ejecutar el escenario send-single -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: send-single.","Pendiente de ejecucion.",
F-107,RFQ,"Envio single y envio bulk",Send,"Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Envio single y envio bulk habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Envio single y envio bulk -> Ejecutar el escenario send -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: send.","Pendiente de ejecucion.",
F-107,RFQ,"Envio single y envio bulk","Actualizacion de estado","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Envio single y envio bulk habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Envio single y envio bulk -> Ejecutar el escenario actualizacion de estado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: actualizacion de estado.","Pendiente de ejecucion.",
F-107,RFQ,"Envio single y envio bulk","Sellado de fecha","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Envio single y envio bulk habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Envio single y envio bulk -> Ejecutar el escenario sellado de fecha -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: sellado de fecha.","Pendiente de ejecucion.",
F-107,RFQ,"Envio single y envio bulk","No reenvio invalido","Ambiente de QA disponible; usuario con acceso al modulo RFQ; flujo Envio single y envio bulk habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo RFQ -> Abrir el flujo Envio single y envio bulk -> Ejecutar el escenario no reenvio invalido -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
